BaseChassisInfo,,,,,,,,,,,,,,
Identification,,,ChasisStats,,,AllowComponents,,,Color Key,,,,,
MechName,Bushwacker,,Tonnage,55,,Advanced Sensor,No,,,"Label, Chart or comment, DO NOT CHANGE",,,,
HouseID,1,,Heat Index,27,,Optics,NO,,,"Generated Data, DO NOT CHANGE",,,,
DescIndex,28915,,Load Index,32,,GlobalSensor,No,,,Generic Chassis Data,,,,
AbbrIndex,28949,,Total Armor,112,,ECM,NO,,,Do not EVER change.  Always the same,,,,
EncyclopediaID,-1,,MaxRunSpeed,23,,ActiveProbe,NO,,,"HEAD : Electronic Component Only, (Optics, ECM or Active Probe)",,,,
HelpId,-1,,TorsoYawRate,360,,Jump Jets,No,,,LEGS : Jump Jets Only.  Nothing else should go in this spot,,,,
LittleIcon,MCL_GN_MechIconBushwacker,,MaxTorsoYaw,120,,Extended Sensor,No,,,UPPER BODY : Weapons or Armor,,,,
Animation,bushwackerwalk,,ChassisBR,78,,,,,,,,,,
BigIcon,MCL_MC_MECHPAYLOADBUSHWACKER,,ChassisC-Bills,34750,,,,,,,,,,
MechParts,3,,MAX Armor,272,,,,,,,,,,
LogisticsX,4,,,,,,,,,,,,,
LogisticsY,4,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Base Armor Values,Head,LeftArm,RightArm,LeftTorso,RightTorso,CenterTorso,LeftLeg,RightLeg,RearLeftTorso,RearRightTorso,RearCenterTorso,,,
BaseInternalStructure,3,9,9,13,13,18,13,13,,,,,,,,
BaseArmorPoints,9,11,11,14,14,16,13,13,3,3,5,,,,,
,,,,,,,,,,,,,,,,
VariantInfo,,,,,,,,,,,,,,,,
Identification,,,,,,,,,,,,,,,,
VariantID,0000,,,,,,,,,,,,,,,
VariantName,Bushwacker Prime,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
MasterComponentID,Load#,MechBay X,MechBay Y,CompBas#,Name,Range,Heat,Weight,1Hit Damage,Dam/10Sec,BR,C-Bills,Comment,,,
Item0MasterId,91,-1,-1,1,Fusion Engine,NA,NA,0.00,NA,NA,0,0,ALWAYS a Fusion Engine.  DO NOT CHANGE.  ALWAYS 1,,,
Item1MasterId,92,-1,-1,22,Gyroscope II,NA,NA,0.00,NA,NA,0,0,ALWAYS a Gyroscope.  DO NOT CHANGE.  ALWAYS 22,,,
Item2MasterId,86,-1,-1,4,Arm Actuator,NA,NA,0.00,NA,NA,0,0,ALWAYS an ArmActuator.  DO NOT CHANGE.  ALWAYS 4,,,
Item3MasterId,86,-1,-1,4,Arm Actuator,NA,NA,0.00,NA,NA,0,0,ALWAYS an ArmActuator.  DO NOT CHANGE.  ALWAYS 4,,,
Item4MasterId,88,-1,-1,5,Leg Actuator,NA,NA,0.00,NA,NA,0,0,ALWAYS a LegActuator.  DO NOT CHANGE.  ALWAYS 5 ,,,
Item5MasterId,88,-1,-1,5,Leg Actuator,NA,NA,0.00,NA,NA,0,0,ALWAYS a LegActuator.  DO NOT CHANGE.  ALWAYS 5 ,,,
Item6MasterId,90,-1,-1,6,Cockpit,NA,NA,0.00,NA,NA,0,0,ALWAYS a Cockpit.  DO NOT CHANGE.  ALWAYS 6,,,
Item7MasterId,93,-1,-1,35,LifeSupport,NA,NA,0.00,NA,NA,0,0,ALWAYS a Lifesupport.  DO NOT CHANGE.  ALWAYS 35
Item8MasterId,89,-1,-1,33,Shoulder,NA,NA,0.00,NA,NA,0,0,ALWAYS a Shoulder.  DO NOT CHANGE.  ALWAYS 33
Item9MasterId,89,-1,-1,33,Shoulder,NA,NA,0.00,NA,NA,0,0,ALWAYS a Shoulder.  DO NOT CHANGE.  ALWAYS 33
Item10MasterId,87,-1,-1,34,Hip,NA,NA,0.00,NA,NA,0,0,ALWAYS a Hip.  DO NOT CHANGE.  ALWAYS 34
Item11MasterId,87,-1,-1,34,Hip,NA,NA,0.00,NA,NA,0,0,ALWAYS a Hip.  DO NOT CHANGE.  ALWAYS 34
Item12MasterId,68,-1,-1,13,Standard Sensors,350.00,0.00,0.00,1.00,NA,0,500,HEAD : Sensor Component
Item13MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,"HEAD : Electronic Component Only, (Optics, ECM or Active Probe)"
Item14MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,"HEAD : Electronic Component Only, (Optics, ECM or Active Probe)"
Item15MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,"HEAD : Electronic Component Only, (Optics, ECM or Active Probe)"
Item16MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEGS : Jump Jets Only.  Nothing else should go in this spot
Item17MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEGS : Jump Jets Only.  Nothing else should go in this spot
Item18MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEGS : Jump Jets Only.  Nothing else should go in this spot
Item19MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEGS : Jump Jets Only.  Nothing else should go in this spot
Item20MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEGS : Jump Jets Only.  Nothing else should go in this spot
Item21MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEGS : Jump Jets Only.  Nothing else should go in this spot
Item22MasterId,28,-1,-1,101,Autocannon (AC10),medium,2.00,12.00,6.00,10.53,419,5300,LEFT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!)
Item23MasterId,29,-1,-1,201,Autocannon (AC10) Ammo,NA,NA,0.00,NA,NA,NA,NA,LEFT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item24MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEFT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item25MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEFT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item26MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEFT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item27MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEFT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item28MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEFT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item29MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEFT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item30MasterId,16,-1,-1,145,PPC,medium,10.00,6.00,7.00,10.49,441,5700,RIGHT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item31MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,RIGHT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item32MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,RIGHT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item33MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,RIGHT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item34MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,RIGHT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item35MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,RIGHT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item36MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,RIGHT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item37MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,RIGHT ARM : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item38MasterId,57,-1,-1,120,LRM5 Rack,long,2.00,4.00,3.00,3.16,174,1700,LEFT TORSO : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item39MasterId,57,-1,-1,120,LRM5 Rack,long,2.00,4.00,3.00,3.16,174,1700,LEFT TORSO : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item40MasterId,57,-1,-1,120,LRM5 Rack,long,2.00,4.00,3.00,3.16,174,1700,LEFT TORSO : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item41MasterId,58,-1,-1,220,LRM5 Rack Ammo,NA,NA,0.00,NA,NA,NA,NA,LEFT TORSO : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item42MasterId,58,-1,-1,220,LRM5 Rack Ammo,NA,NA,0.00,NA,NA,NA,NA,LEFT TORSO : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item43MasterId,58,-1,-1,220,LRM5 Rack Ammo,NA,NA,0.00,NA,NA,NA,NA,LEFT TORSO : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item44MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEFT TORSO : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
Item45MasterId,94,-1,-1,255,EMPTY!,NA,NA,0.00,NA,NA,0,0,LEFT TORSO : Weapons or Armor (Weapons with Ammo must have the Ammo pack listed.  Ammo packs are ALWAYS listed LAST!!!),,,,,,,,,,,,,
